Entity,Code,Year,"6.1.1 - Proportion of population using safely managed drinking water services, by urban/rural (%) - SH_H2O_SAFE - All areas"
Romania,ROU,2000,81.65
Romania,ROU,2001,81.61
Romania,ROU,2002,81.59
Romania,ROU,2003,81.63
Romania,ROU,2004,81.66
Romania,ROU,2005,81.7
Romania,ROU,2006,81.74
Romania,ROU,2007,81.77
Romania,ROU,2008,81.81
Romania,ROU,2009,81.85
Romania,ROU,2010,81.89
Romania,ROU,2011,81.92
Romania,ROU,2012,81.93
Romania,ROU,2013,81.92
Romania,ROU,2014,81.91
Romania,ROU,2015,81.9
Romania,ROU,2016,81.91
Romania,ROU,2017,81.92
Romania,ROU,2018,81.93
Romania,ROU,2019,81.96
Romania,ROU,2020,81.99
Romania,ROU,2021,82.03
Romania,ROU,2022,82.07
Russia,RUS,2000,74.74
Russia,RUS,2001,74.74
Russia,RUS,2002,74.79
Russia,RUS,2003,74.85
Russia,RUS,2004,74.91
Russia,RUS,2005,74.97
Russia,RUS,2006,75.03
Russia,RUS,2007,75.09
Russia,RUS,2008,75.15
Russia,RUS,2009,75.21
Russia,RUS,2010,75.27
Russia,RUS,2011,75.33
Russia,RUS,2012,75.4
Russia,RUS,2013,75.47
Russia,RUS,2014,75.54
Russia,RUS,2015,75.61
Russia,RUS,2016,75.69
Russia,RUS,2017,75.77
Russia,RUS,2018,75.86
Russia,RUS,2019,75.95
Russia,RUS,2020,76.04
Russia,RUS,2021,76.14
Russia,RUS,2022,76.23
Saint Barthlemy,,2000,99.1
Saint Barthlemy,,2001,99.1
Saint Barthlemy,,2002,99.1
Saint Barthlemy,,2003,99.1
Saint Barthlemy,,2004,99.1
Saint Barthlemy,,2005,99.17
Saint Barthlemy,,2006,99.24
Saint Barthlemy,,2007,99.31
Saint Barthlemy,,2008,99.38
Saint Barthlemy,,2009,99.46
Saint Barthlemy,,2010,99.53
Saint Barthlemy,,2011,99.6
Saint Barthlemy,,2012,99.67
Saint Barthlemy,,2013,99.74
Saint Barthlemy,,2014,99.81
Saint Barthlemy,,2015,99.88
Saint Barthlemy,,2016,99.96
Saint Barthlemy,,2017,100
Saint Barthlemy,,2018,100
Saint Barthlemy,,2019,100
Saint Barthlemy,,2020,100
Saint Barthlemy,,2021,100
Saint Barthlemy,,2022,100
Saint Helena,SHN,2002,88.69
Saint Helena,SHN,2003,88.69
Saint Helena,SHN,2004,88.69
Saint Helena,SHN,2005,88.69
Saint Helena,SHN,2006,88.69
Saint Helena,SHN,2007,88.73
Saint Helena,SHN,2008,88.78
Saint Helena,SHN,2009,88.82
Saint Helena,SHN,2010,88.87
Saint Helena,SHN,2011,88.91
Saint Helena,SHN,2012,88.96
Saint Helena,SHN,2013,89
Saint Helena,SHN,2014,89.05
Saint Helena,SHN,2015,89.09
Saint Helena,SHN,2016,89.14
Saint Helena,SHN,2017,89.18
Saint Helena,SHN,2018,89.23
Saint Helena,SHN,2019,89.23
Saint Helena,SHN,2020,89.23
Saint Helena,SHN,2021,89.23
Saint Helena,SHN,2022,89.23
Saint Martin (French part),MAF,2000,96.7
Saint Martin (French part),MAF,2001,96.7
Saint Martin (French part),MAF,2002,96.7
Saint Martin (French part),MAF,2003,96.7
Saint Martin (French part),MAF,2004,96.7
Saint Martin (French part),MAF,2005,96.7
Saint Martin (French part),MAF,2006,96.7
Saint Martin (French part),MAF,2007,96.7
Saint Martin (French part),MAF,2008,96.7
Saint Martin (French part),MAF,2009,96.7
Saint Martin (French part),MAF,2010,96.7
Saint Martin (French part),MAF,2011,96.69
Saint Martin (French part),MAF,2012,96.69
Saint Martin (French part),MAF,2013,96.68
Saint Martin (French part),MAF,2014,96.67
Saint Martin (French part),MAF,2015,96.67
Saint Martin (French part),MAF,2016,96.66
Saint Martin (French part),MAF,2017,96.65
Saint Martin (French part),MAF,2018,96.65
Saint Martin (French part),MAF,2019,96.64
Saint Martin (French part),MAF,2020,96.64
Saint Martin (French part),MAF,2021,96.63
Saint Martin (French part),MAF,2022,96.63
Saint Pierre and Miquelon,SPM,2007,83.13
Saint Pierre and Miquelon,SPM,2008,83.13
Saint Pierre and Miquelon,SPM,2009,83.13
Saint Pierre and Miquelon,SPM,2010,83.13
Saint Pierre and Miquelon,SPM,2011,83.13
Saint Pierre and Miquelon,SPM,2012,83.13
Saint Pierre and Miquelon,SPM,2013,83.13
Saint Pierre and Miquelon,SPM,2014,83.13
Saint Pierre and Miquelon,SPM,2015,83.13
Saint Pierre and Miquelon,SPM,2016,83.13
Saint Pierre and Miquelon,SPM,2017,83.13
Saint Pierre and Miquelon,SPM,2018,83.13
Saint Pierre and Miquelon,SPM,2019,83.13
Saint Pierre and Miquelon,SPM,2020,83.13
Samoa,WSM,2000,60.5
Samoa,WSM,2001,60.53
Samoa,WSM,2002,60.49
Samoa,WSM,2003,60.43
Samoa,WSM,2004,60.36
Samoa,WSM,2005,60.47
Samoa,WSM,2006,60.59
Samoa,WSM,2007,60.7
Samoa,WSM,2008,60.82
Samoa,WSM,2009,60.93
Samoa,WSM,2010,61.05
Samoa,WSM,2011,61.16
Samoa,WSM,2012,61.27
Samoa,WSM,2013,61.51
Samoa,WSM,2014,61.62
Samoa,WSM,2015,61.71
Samoa,WSM,2016,61.81
Samoa,WSM,2017,61.91
Samoa,WSM,2018,62.02
Samoa,WSM,2019,62.08
Samoa,WSM,2020,62.11
Samoa,WSM,2021,62.15
Samoa,WSM,2022,62.19
San Marino,SMR,2000,100
San Marino,SMR,2001,100
San Marino,SMR,2002,100
San Marino,SMR,2003,100
San Marino,SMR,2004,100
San Marino,SMR,2005,100
San Marino,SMR,2006,100
San Marino,SMR,2007,100
San Marino,SMR,2008,100
San Marino,SMR,2009,100
San Marino,SMR,2010,100
San Marino,SMR,2011,100
San Marino,SMR,2012,100
San Marino,SMR,2013,100
San Marino,SMR,2014,100
San Marino,SMR,2015,100
San Marino,SMR,2016,100
San Marino,SMR,2017,100
San Marino,SMR,2018,100
San Marino,SMR,2019,100
San Marino,SMR,2020,100
San Marino,SMR,2021,100
San Marino,SMR,2022,100
Sao Tome and Principe,STP,2000,25.76
Sao Tome and Principe,STP,2001,26.22
Sao Tome and Principe,STP,2002,26.72
Sao Tome and Principe,STP,2003,27.22
Sao Tome and Principe,STP,2004,27.73
Sao Tome and Principe,STP,2005,28.24
Sao Tome and Principe,STP,2006,28.76
Sao Tome and Principe,STP,2007,29.28
Sao Tome and Principe,STP,2008,29.8
Sao Tome and Principe,STP,2009,30.33
Sao Tome and Principe,STP,2010,30.86
Sao Tome and Principe,STP,2011,31.4
Sao Tome and Principe,STP,2012,31.94
Sao Tome and Principe,STP,2013,32.47
Sao Tome and Principe,STP,2014,33.01
Sao Tome and Principe,STP,2015,33.54
Sao Tome and Principe,STP,2016,34.07
Sao Tome and Principe,STP,2017,34.6
Sao Tome and Principe,STP,2018,35.13
Sao Tome and Principe,STP,2019,35.54
Sao Tome and Principe,STP,2020,35.87
Sao Tome and Principe,STP,2021,36.19
Sao Tome and Principe,STP,2022,36.3
Senegal,SEN,2000,20.03
Senegal,SEN,2001,20.26
Senegal,SEN,2002,20.5
Senegal,SEN,2003,20.78
Senegal,SEN,2004,21.09
Senegal,SEN,2005,21.4
Senegal,SEN,2006,21.72
Senegal,SEN,2007,22.03
Senegal,SEN,2008,22.34
Senegal,SEN,2009,22.65
Senegal,SEN,2010,22.96
Senegal,SEN,2011,23.27
Senegal,SEN,2012,23.58
Senegal,SEN,2013,23.89
Senegal,SEN,2014,24.19
Senegal,SEN,2015,24.5
Senegal,SEN,2016,24.81
Senegal,SEN,2017,25.12
Senegal,SEN,2018,25.43
Senegal,SEN,2019,25.75
Senegal,SEN,2020,26.06
Senegal,SEN,2021,26.38
Senegal,SEN,2022,26.69
Serbia,SRB,2000,74.34
Serbia,SRB,2001,74.38
Serbia,SRB,2002,74.42
Serbia,SRB,2003,74.46
Serbia,SRB,2004,74.5
Serbia,SRB,2005,74.54
Serbia,SRB,2006,74.58
Serbia,SRB,2007,74.62
Serbia,SRB,2008,74.66
Serbia,SRB,2009,74.69
Serbia,SRB,2010,74.73
Serbia,SRB,2011,74.77
Serbia,SRB,2012,74.8
Serbia,SRB,2013,74.82
Serbia,SRB,2014,74.84
Serbia,SRB,2015,74.87
Serbia,SRB,2016,74.89
Serbia,SRB,2017,74.91
Serbia,SRB,2018,74.94
Serbia,SRB,2019,74.97
Serbia,SRB,2020,75.01
Serbia,SRB,2021,75.04
Serbia,SRB,2022,75.08
Sierra Leone,SLE,2000,5.19
Sierra Leone,SLE,2001,5.31
Sierra Leone,SLE,2002,5.49
Sierra Leone,SLE,2003,5.67
Sierra Leone,SLE,2004,5.87
Sierra Leone,SLE,2005,6.07
Sierra Leone,SLE,2006,6.28
Sierra Leone,SLE,2007,6.5
Sierra Leone,SLE,2008,6.72
Sierra Leone,SLE,2009,6.95
Sierra Leone,SLE,2010,7.18
Sierra Leone,SLE,2011,7.42
Sierra Leone,SLE,2012,7.66
Sierra Leone,SLE,2013,7.9
Sierra Leone,SLE,2014,8.15
Sierra Leone,SLE,2015,8.4
Sierra Leone,SLE,2016,8.66
Sierra Leone,SLE,2017,8.92
Sierra Leone,SLE,2018,9.18
Sierra Leone,SLE,2019,9.44
Sierra Leone,SLE,2020,9.71
Sierra Leone,SLE,2021,9.99
Sierra Leone,SLE,2022,10.26
Singapore,SGP,2000,100
Singapore,SGP,2001,100
Singapore,SGP,2002,100
Singapore,SGP,2003,100
Singapore,SGP,2004,100
Singapore,SGP,2005,100
Singapore,SGP,2006,100
Singapore,SGP,2007,100
Singapore,SGP,2008,100
Singapore,SGP,2009,100
Singapore,SGP,2010,100
Singapore,SGP,2011,100
Singapore,SGP,2012,100
Singapore,SGP,2013,100
Singapore,SGP,2014,100
Singapore,SGP,2015,100
Singapore,SGP,2016,100
Singapore,SGP,2017,100
Singapore,SGP,2018,100
Singapore,SGP,2019,100
Singapore,SGP,2020,100
Singapore,SGP,2021,100
Singapore,SGP,2022,100
Slovakia,SVK,2000,92.18
Slovakia,SVK,2001,92.18
Slovakia,SVK,2002,92.81
Slovakia,SVK,2003,93.45
Slovakia,SVK,2004,94.09
Slovakia,SVK,2005,94.73
Slovakia,SVK,2006,95.36
Slovakia,SVK,2007,96.01
Slovakia,SVK,2008,96.65
Slovakia,SVK,2009,97.29
Slovakia,SVK,2010,97.93
Slovakia,SVK,2011,98.58
Slovakia,SVK,2012,98.83
Slovakia,SVK,2013,98.86
Slovakia,SVK,2014,98.9
Slovakia,SVK,2015,98.94
Slovakia,SVK,2016,98.97
Slovakia,SVK,2017,99.01
Slovakia,SVK,2018,99.04
Slovakia,SVK,2019,99.08
Slovakia,SVK,2020,99.11
Slovakia,SVK,2021,99.15
Slovakia,SVK,2022,99.18
Slovenia,SVN,2000,91.11
Slovenia,SVN,2001,91.11
Slovenia,SVN,2002,91.11
Slovenia,SVN,2003,91.11
Slovenia,SVN,2004,91.11
Slovenia,SVN,2005,91.11
Slovenia,SVN,2006,91.11
Slovenia,SVN,2007,91.11
Slovenia,SVN,2008,91.11
Slovenia,SVN,2009,91.11
Slovenia,SVN,2010,91.79
Slovenia,SVN,2011,92.47
Slovenia,SVN,2012,93.15
Slovenia,SVN,2013,93.83
Slovenia,SVN,2014,94.51
Slovenia,SVN,2015,95.19
Slovenia,SVN,2016,95.87
Slovenia,SVN,2017,96.55
Slovenia,SVN,2018,97.23
Slovenia,SVN,2019,97.91
Slovenia,SVN,2020,98.27
Slovenia,SVN,2021,98.27
Slovenia,SVN,2022,98.27
Small Island Developing States (SIDS),,2000,54.85
Small Island Developing States (SIDS),,2001,55.27
Small Island Developing States (SIDS),,2002,54.77
Small Island Developing States (SIDS),,2003,54.75
Small Island Developing States (SIDS),,2004,54.7
Small Island Developing States (SIDS),,2005,54.75
Small Island Developing States (SIDS),,2006,54.85
Small Island Developing States (SIDS),,2007,54.99
Small Island Developing States (SIDS),,2008,55.13
Small Island Developing States (SIDS),,2009,55.29
Small Island Developing States (SIDS),,2010,55.43
Small Island Developing States (SIDS),,2011,55.53
Small Island Developing States (SIDS),,2012,55.61
Small Island Developing States (SIDS),,2013,55.7
Small Island Developing States (SIDS),,2014,55.78
Small Island Developing States (SIDS),,2015,55.84
Small Island Developing States (SIDS),,2016,55.92
Small Island Developing States (SIDS),,2017,55.96
Small Island Developing States (SIDS),,2018,55.86
Small Island Developing States (SIDS),,2019,55.98
Small Island Developing States (SIDS),,2020,55.99
Small Island Developing States (SIDS),,2021,55.92
Small Island Developing States (SIDS),,2022,55.99
South Korea,KOR,2002,97.11
South Korea,KOR,2003,97.11
South Korea,KOR,2004,97.11
South Korea,KOR,2005,97.11
South Korea,KOR,2006,97.11
South Korea,KOR,2007,97.27
South Korea,KOR,2008,97.44
South Korea,KOR,2009,97.6
South Korea,KOR,2010,97.77
South Korea,KOR,2011,97.93
South Korea,KOR,2012,98.1
South Korea,KOR,2013,98.27
South Korea,KOR,2014,98.43
South Korea,KOR,2015,98.58
South Korea,KOR,2016,98.69
South Korea,KOR,2017,98.8
South Korea,KOR,2018,98.91
South Korea,KOR,2019,99.02
South Korea,KOR,2020,99.13
South Korea,KOR,2021,99.21
South Korea,KOR,2022,99.28
Spain,ESP,2000,99.35
Spain,ESP,2001,99.35
Spain,ESP,2002,99.39
Spain,ESP,2003,99.42
Spain,ESP,2004,99.46
Spain,ESP,2005,99.49
Spain,ESP,2006,99.53
Spain,ESP,2007,99.56
Spain,ESP,2008,99.6
Spain,ESP,2009,99.6
Spain,ESP,2010,99.61
Spain,ESP,2011,99.61
Spain,ESP,2012,99.6
Spain,ESP,2013,99.57
Spain,ESP,2014,99.54
Spain,ESP,2015,99.55
Spain,ESP,2016,99.55
Spain,ESP,2017,99.55
Spain,ESP,2018,99.56
Spain,ESP,2019,99.56
Spain,ESP,2020,99.56
Spain,ESP,2021,99.56
Spain,ESP,2022,99.57
Sri Lanka,LKA,2000,44.69
Sri Lanka,LKA,2001,44.82
Sri Lanka,LKA,2002,44.95
Sri Lanka,LKA,2003,45.08
Sri Lanka,LKA,2004,45.21
Sri Lanka,LKA,2005,45.34
Sri Lanka,LKA,2006,45.53
Sri Lanka,LKA,2007,45.72
Sri Lanka,LKA,2008,45.9
Sri Lanka,LKA,2009,46.09
Sri Lanka,LKA,2010,46.28
Sri Lanka,LKA,2011,46.47
Sri Lanka,LKA,2012,46.66
Sri Lanka,LKA,2013,46.86
Sri Lanka,LKA,2014,47.07
Sri Lanka,LKA,2015,47.29
Sri Lanka,LKA,2016,47.52
Sri Lanka,LKA,2017,47.75
Sri Lanka,LKA,2018,48
Sri Lanka,LKA,2019,47.83
Sri Lanka,LKA,2020,47.59
Sri Lanka,LKA,2021,47.36
Sri Lanka,LKA,2022,47.13
Sub-Saharan Africa (UN),,2000,16.89
Sub-Saharan Africa (UN),,2001,17.21
Sub-Saharan Africa (UN),,2002,17.69
Sub-Saharan Africa (UN),,2003,18.19
Sub-Saharan Africa (UN),,2004,18.75
Sub-Saharan Africa (UN),,2005,19.32
Sub-Saharan Africa (UN),,2006,19.94
Sub-Saharan Africa (UN),,2007,20.59
Sub-Saharan Africa (UN),,2008,21.31
Sub-Saharan Africa (UN),,2009,22.04
Sub-Saharan Africa (UN),,2010,22.81
Sub-Saharan Africa (UN),,2011,23.36
Sub-Saharan Africa (UN),,2012,24.18
Sub-Saharan Africa (UN),,2013,25.02
Sub-Saharan Africa (UN),,2014,25.91
Sub-Saharan Africa (UN),,2015,26.83
Sub-Saharan Africa (UN),,2016,27.75
Sub-Saharan Africa (UN),,2017,28.66
Sub-Saharan Africa (UN),,2018,29.24
Sub-Saharan Africa (UN),,2019,29.82
Sub-Saharan Africa (UN),,2020,30.37
Sub-Saharan Africa (UN),,2021,30.93
Sub-Saharan Africa (UN),,2022,31.35
Suriname,SUR,2000,51.58
Suriname,SUR,2001,51.82
Suriname,SUR,2002,52.05
Suriname,SUR,2003,52.28
Suriname,SUR,2004,52.52
Suriname,SUR,2005,52.71
Suriname,SUR,2006,52.9
Suriname,SUR,2007,53.1
Suriname,SUR,2008,53.29
Suriname,SUR,2009,53.48
Suriname,SUR,2010,53.68
Suriname,SUR,2011,53.87
Suriname,SUR,2012,54.07
Suriname,SUR,2013,54.26
Suriname,SUR,2014,54.46
Suriname,SUR,2015,54.67
Suriname,SUR,2016,54.88
Suriname,SUR,2017,55.09
Suriname,SUR,2018,55.31
Suriname,SUR,2019,55.53
Suriname,SUR,2020,55.76
Suriname,SUR,2021,55.78
Suriname,SUR,2022,55.8
Sweden,SWE,2000,99.39
Sweden,SWE,2001,99.4
Sweden,SWE,2002,99.42
Sweden,SWE,2003,99.43
Sweden,SWE,2004,99.44
Sweden,SWE,2005,99.45
Sweden,SWE,2006,99.47
Sweden,SWE,2007,99.48
Sweden,SWE,2008,99.49
Sweden,SWE,2009,99.51
Sweden,SWE,2010,99.53
Sweden,SWE,2011,99.55
Sweden,SWE,2012,99.57
Sweden,SWE,2013,99.59
Sweden,SWE,2014,99.61
Sweden,SWE,2015,99.63
Sweden,SWE,2016,99.65
Sweden,SWE,2017,99.67
Sweden,SWE,2018,99.69
Sweden,SWE,2019,99.71
Sweden,SWE,2020,99.73
Sweden,SWE,2021,99.74
Sweden,SWE,2022,99.74
Switzerland,CHE,2000,96.7
Switzerland,CHE,2001,96.7
Switzerland,CHE,2002,96.7
Switzerland,CHE,2003,96.7
Switzerland,CHE,2004,96.7
Switzerland,CHE,2005,96.7
Switzerland,CHE,2006,96.7
Switzerland,CHE,2007,96.7
Switzerland,CHE,2008,96.7
Switzerland,CHE,2009,96.7
Switzerland,CHE,2010,96.7
Switzerland,CHE,2011,96.7
Switzerland,CHE,2012,96.7
Switzerland,CHE,2013,96.7
Switzerland,CHE,2014,96.7
Switzerland,CHE,2015,96.7
Switzerland,CHE,2016,96.7
Switzerland,CHE,2017,96.7
Switzerland,CHE,2018,96.7
Switzerland,CHE,2019,96.7
Switzerland,CHE,2020,96.7
Switzerland,CHE,2021,96.7
Switzerland,CHE,2022,96.7
Tajikistan,TJK,2000,35.99
Tajikistan,TJK,2001,37.02
Tajikistan,TJK,2002,38.08
Tajikistan,TJK,2003,39.16
Tajikistan,TJK,2004,40.26
Tajikistan,TJK,2005,41.39
Tajikistan,TJK,2006,42.55
Tajikistan,TJK,2007,43.73
Tajikistan,TJK,2008,44.93
Tajikistan,TJK,2009,46.16
Tajikistan,TJK,2010,47.41
Tajikistan,TJK,2011,48.52
Tajikistan,TJK,2012,49.37
Tajikistan,TJK,2013,50.21
Tajikistan,TJK,2014,51.05
Tajikistan,TJK,2015,51.89
Tajikistan,TJK,2016,52.72
Tajikistan,TJK,2017,53.56
Tajikistan,TJK,2018,54.39
Tajikistan,TJK,2019,55.21
Tajikistan,TJK,2020,55.24
Tajikistan,TJK,2021,55.26
Tajikistan,TJK,2022,55.29
Tanzania,TZA,2000,1.43
Tanzania,TZA,2001,1.47
Tanzania,TZA,2002,1.52
Tanzania,TZA,2003,1.58
Tanzania,TZA,2004,2.28
Tanzania,TZA,2005,3.03
Tanzania,TZA,2006,3.84
Tanzania,TZA,2007,5.47
Tanzania,TZA,2008,7.01
Tanzania,TZA,2009,7.48
Tanzania,TZA,2010,7.76
Tanzania,TZA,2011,8.04
Tanzania,TZA,2012,8.32
Tanzania,TZA,2013,8.61
Tanzania,TZA,2014,8.9
Tanzania,TZA,2015,9.19
Tanzania,TZA,2016,9.49
Tanzania,TZA,2017,9.79
Tanzania,TZA,2018,10.09
Tanzania,TZA,2019,10.4
Tanzania,TZA,2020,10.71
Tanzania,TZA,2021,11.02
Tanzania,TZA,2022,11.34
Togo,TGO,2000,7.45
Togo,TGO,2001,7.57
Togo,TGO,2002,7.69
Togo,TGO,2003,7.81
Togo,TGO,2004,7.93
Togo,TGO,2005,8.05
Togo,TGO,2006,8.18
Togo,TGO,2007,8.31
Togo,TGO,2008,8.43
Togo,TGO,2009,8.56
Togo,TGO,2010,8.69
Togo,TGO,2011,13.1
Togo,TGO,2012,15.16
Togo,TGO,2013,15.6
Togo,TGO,2014,16.05
Togo,TGO,2015,16.5
Togo,TGO,2016,16.96
Togo,TGO,2017,17.42
Togo,TGO,2018,17.89
Togo,TGO,2019,18.36
Togo,TGO,2020,18.84
Togo,TGO,2021,19.13
Togo,TGO,2022,19.42
Tonga,TON,2000,29.24
Tonga,TON,2001,29.25
Tonga,TON,2002,29.26
Tonga,TON,2003,29.26
Tonga,TON,2004,29.27
Tonga,TON,2005,29.29
Tonga,TON,2006,29.32
Tonga,TON,2007,29.34
Tonga,TON,2008,29.37
Tonga,TON,2009,29.4
Tonga,TON,2010,29.43
Tonga,TON,2011,29.46
Tonga,TON,2012,29.47
Tonga,TON,2013,29.47
Tonga,TON,2014,29.47
Tonga,TON,2015,29.47
Tonga,TON,2016,29.47
Tonga,TON,2017,29.47
Tonga,TON,2018,29.47
Tonga,TON,2019,29.48
Tonga,TON,2020,29.49
Tonga,TON,2021,29.51
Tonga,TON,2022,29.53
Tunisia,TUN,2000,71.81
Tunisia,TUN,2001,72.11
Tunisia,TUN,2002,72.4
Tunisia,TUN,2003,72.69
Tunisia,TUN,2004,72.98
Tunisia,TUN,2005,73.23
Tunisia,TUN,2006,73.49
Tunisia,TUN,2007,73.74
Tunisia,TUN,2008,73.99
Tunisia,TUN,2009,74.24
Tunisia,TUN,2010,74.48
Tunisia,TUN,2011,74.72
Tunisia,TUN,2012,75.14
Tunisia,TUN,2013,75.56
Tunisia,TUN,2014,75.97
Tunisia,TUN,2015,76.38
Tunisia,TUN,2016,76.71
Tunisia,TUN,2017,76.03
Tunisia,TUN,2018,75.34
Tunisia,TUN,2019,74.63
Tunisia,TUN,2020,73.91
Tunisia,TUN,2021,74.11
Tunisia,TUN,2022,74.3
Turkmenistan,TKM,2000,66.67
Turkmenistan,TKM,2001,67.86
Turkmenistan,TKM,2002,69.06
Turkmenistan,TKM,2003,70.27
Turkmenistan,TKM,2004,71.5
Turkmenistan,TKM,2005,73.17
Turkmenistan,TKM,2006,74.87
Turkmenistan,TKM,2007,76.58
Turkmenistan,TKM,2008,78.31
Turkmenistan,TKM,2009,80.05
Turkmenistan,TKM,2010,81.8
Turkmenistan,TKM,2011,83.57
Turkmenistan,TKM,2012,85.35
Turkmenistan,TKM,2013,87.15
Turkmenistan,TKM,2014,88.94
Turkmenistan,TKM,2015,90.75
Turkmenistan,TKM,2016,92.28
Turkmenistan,TKM,2017,93.68
Turkmenistan,TKM,2018,94.79
Turkmenistan,TKM,2019,94.81
Turkmenistan,TKM,2020,94.83
Turkmenistan,TKM,2021,94.86
Turkmenistan,TKM,2022,94.88
Turks and Caicos Islands,TCA,2016,47.22
Turks and Caicos Islands,TCA,2017,47.2
Turks and Caicos Islands,TCA,2018,47.17
Turks and Caicos Islands,TCA,2019,47.15
Turks and Caicos Islands,TCA,2020,47.13
Turks and Caicos Islands,TCA,2021,47.1
Turks and Caicos Islands,TCA,2022,47.09
Tuvalu,TUV,2000,7.67
Tuvalu,TUV,2001,7.69
Tuvalu,TUV,2002,7.72
Tuvalu,TUV,2003,7.76
Tuvalu,TUV,2004,7.81
Tuvalu,TUV,2005,7.87
Tuvalu,TUV,2006,7.92
Tuvalu,TUV,2007,7.97
Tuvalu,TUV,2008,8.03
Tuvalu,TUV,2009,8.08
Tuvalu,TUV,2010,8.14
Tuvalu,TUV,2011,8.19
Tuvalu,TUV,2012,8.24
Tuvalu,TUV,2013,8.3
Tuvalu,TUV,2014,8.35
Tuvalu,TUV,2015,8.4
Tuvalu,TUV,2016,8.45
Tuvalu,TUV,2017,8.49
Tuvalu,TUV,2018,8.54
Tuvalu,TUV,2019,8.58
Tuvalu,TUV,2020,8.63
Tuvalu,TUV,2021,8.67
Tuvalu,TUV,2022,8.71
Uganda,UGA,2000,2.3
Uganda,UGA,2001,2.74
Uganda,UGA,2002,3.28
Uganda,UGA,2003,3.84
Uganda,UGA,2004,4.43
Uganda,UGA,2005,5.03
Uganda,UGA,2006,5.66
Uganda,UGA,2007,6.31
Uganda,UGA,2008,6.98
Uganda,UGA,2009,7.67
Uganda,UGA,2010,8.38
Uganda,UGA,2011,9.12
Uganda,UGA,2012,9.88
Uganda,UGA,2013,10.66
Uganda,UGA,2014,11.46
Uganda,UGA,2015,12.29
Uganda,UGA,2016,13.13
Uganda,UGA,2017,14
Uganda,UGA,2018,14.9
Uganda,UGA,2019,15.81
Uganda,UGA,2020,16.75
Uganda,UGA,2021,17.7
Uganda,UGA,2022,18.68
Ukraine,UKR,2000,66.54
Ukraine,UKR,2001,66.56
Ukraine,UKR,2002,66.63
Ukraine,UKR,2003,66.74
Ukraine,UKR,2004,69.35
Ukraine,UKR,2005,71.96
Ukraine,UKR,2006,74.54
Ukraine,UKR,2007,77.09
Ukraine,UKR,2008,79.63
Ukraine,UKR,2009,82.14
Ukraine,UKR,2010,84.62
Ukraine,UKR,2011,87.09
Ukraine,UKR,2012,89.56
Ukraine,UKR,2013,89.56
Ukraine,UKR,2014,89.01
Ukraine,UKR,2015,88.84
Ukraine,UKR,2016,88.67
Ukraine,UKR,2017,88.5
Ukraine,UKR,2018,88.32
Ukraine,UKR,2019,88.15
Ukraine,UKR,2020,87.98
Ukraine,UKR,2021,87.77
Ukraine,UKR,2022,87.62
United Kingdom,GBR,2000,100
United Kingdom,GBR,2001,100
United Kingdom,GBR,2002,100
United Kingdom,GBR,2003,100
United Kingdom,GBR,2004,100
United Kingdom,GBR,2005,100
United Kingdom,GBR,2006,100
United Kingdom,GBR,2007,99.99
United Kingdom,GBR,2008,99.97
United Kingdom,GBR,2009,99.96
United Kingdom,GBR,2010,99.95
United Kingdom,GBR,2011,99.94
United Kingdom,GBR,2012,99.93
United Kingdom,GBR,2013,99.91
United Kingdom,GBR,2014,99.9
United Kingdom,GBR,2015,99.89
United Kingdom,GBR,2016,99.88
United Kingdom,GBR,2017,99.86
United Kingdom,GBR,2018,99.85
United Kingdom,GBR,2019,99.84
United Kingdom,GBR,2020,99.83
United Kingdom,GBR,2021,99.82
United Kingdom,GBR,2022,99.8
United States,USA,2005,95.36
United States,USA,2006,95.36
United States,USA,2007,95.37
United States,USA,2008,95.38
United States,USA,2009,95.39
United States,USA,2010,95.56
United States,USA,2011,95.72
United States,USA,2012,95.89
United States,USA,2013,96.05
United States,USA,2014,96.21
United States,USA,2015,96.37
United States,USA,2016,96.54
United States,USA,2017,96.69
United States,USA,2018,96.85
United States,USA,2019,97.01
United States,USA,2020,97.16
United States,USA,2021,97.32
United States,USA,2022,97.47
United States Virgin Islands,VIR,2000,97.58
United States Virgin Islands,VIR,2001,97.61
United States Virgin Islands,VIR,2002,97.64
United States Virgin Islands,VIR,2003,97.67
United States Virgin Islands,VIR,2004,97.7
United States Virgin Islands,VIR,2005,97.73
United States Virgin Islands,VIR,2006,97.76
United States Virgin Islands,VIR,2007,97.79
United States Virgin Islands,VIR,2008,97.82
United States Virgin Islands,VIR,2009,97.85
United States Virgin Islands,VIR,2010,97.88
United States Virgin Islands,VIR,2011,97.91
United States Virgin Islands,VIR,2012,97.94
United States Virgin Islands,VIR,2013,97.94
United States Virgin Islands,VIR,2014,97.94
United States Virgin Islands,VIR,2015,97.94
United States Virgin Islands,VIR,2016,97.94
United States Virgin Islands,VIR,2017,97.94
United States Virgin Islands,VIR,2018,97.94
United States Virgin Islands,VIR,2019,97.94
United States Virgin Islands,VIR,2020,97.94
Uzbekistan,UZB,2000,53.77
Uzbekistan,UZB,2001,55.11
Uzbekistan,UZB,2002,56.46
Uzbekistan,UZB,2003,57.79
Uzbekistan,UZB,2004,59.12
Uzbekistan,UZB,2005,60.44
Uzbekistan,UZB,2006,61.75
Uzbekistan,UZB,2007,63.05
Uzbekistan,UZB,2008,64.35
